"EXPORT/IMPORT,Crude oil and ORF,LPG,Automotive gasoline,Aviation gasoline,Aviation turbine fuel,"
"Export,""16,027.9"",""4,773.8"",10.9,0.4,0.5,"
"Import,""14,134.6"",656.2,""7,718.3"",0.0,""2,679.4"","
"Net Export,""1,893.4"",""4,117.7"",""-7,707.3"",0.4,""-2,678.8"","
